text,target
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
ចេកយកទៅធ្វើនំ,Neutral
ចៅក្រម​មិន​ឲ្យ​ពិន្ទុ​សោះ,Negative
ស្ថានភាពវិស័យទេសចរណ៍កម្ពុជាចុងឆ្នាំនេះមានការប្រែប្រួល,Neutral
ភូមិជាច្រើនក្លាយជាភូមិគ្មានមនុស្សរស់នៅ,Negative
ប្រទេសអាស៊ានត្រូវរៀបចំជំនួបផ្ទាល់ខ្លួន,Neutral
Startup ស្វែងរកអ្នកវិនិយោគ,Neutral
បទថ្មីនេះមានទាស់។,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
រដ្ឋាភិបាលត្រៀមវិធានការឆ្លើយតប,Neutral
TBS ជប៉ុនបានបញ្ជាក់អំពីការប៉ះទង្គិចខ្លាំងក្លា,Neutral
ក្រុមហ៊ុនសាងសង់ត្រូវអនុវត្តតាមលក្ខណៈបច្ចេកទេស,Neutral
លុបណាវ៉ាតត្រាចេញទៅបង,Negative
ជនអនាថាស្នាក់នៅក្រោមស្ពានអាកាស,Neutral
ការពង្រឹងខ្សែច្រវាក់តម្លៃត្រូវបានអនុវត្ត,Neutral
ជនរងគ្រោះជាភ្ញៀវទេសចរណ៍មកដើរកម្សាន្ត,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ឱកាសការងារស្ថិតក្នុងវិស័យកសិកម្ម,Neutral
គម្រោងផ្លូវនេះជាគម្រោងមូលនិធិឃុំលាយបូរឆ្នាំ២០២៥,Neutral
ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
កម្មវិធីសិល្បៈវប្បធម៌នេះរៀបចំមិនបានល្អ,Negative
ជនអនាថាស្នាក់នៅក្រោមស្ពានអាកាស,Neutral
អាជីវករចង់ឱ្យរដ្ឋបន្តបិទការនាំចូលសាច់បង្កក,Neutral
ព្រឹត្តិការណ៍នេះចាប់ផ្ដើមនៅថ្ងៃទី២៣ខែធ្នូឆ្នាំ២០២៥,Neutral
គម្រោងនេះជាផ្នែកនៃការធ្វើទំនើបកម្មកងទ័ព,Negative
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
ការប្រើប្រាស់គ្រឿងញៀនប៉ះពាល់សង្គម,Negative
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
អ្នក​និពន្ធ​សង្ស័យ​ថាថៃ​ដាក់​មីន​ខ្លួន​ឯង,Negative
ផ្លូវនេះស្ថិតនៅក្នុងភូមិត្រពាំងព្រីង,Neutral
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ផលិតផលមិនទាន់គុណភាព,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
ថៃ​ធ្លាប់​ចោទ​កម្ពុជា​ថា​ដាក់​មីន,Negative
ការពង្រឹងខ្សែច្រវាក់តម្លៃត្រូវបានអនុវត្ត,Neutral
គោលបំណងដើម្បីសម្របសម្រួលជម្លោះព្រំដែន,Neutral
ពិព័រណ៍ការងារធ្វើឡើងតាមបណ្តាខេត្ត,Neutral
ក្នុងចំណោមនោះមានអ្នកប្រើប្រាស់គ្រឿងញៀន,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ការពង្រឹងខ្សែច្រវាក់តម្លៃត្រូវបានអនុវត្ត,Neutral
ប្រជាពលរដ្ឋភាគច្រើនប្រកបរបរកសិកម្ម,Neutral
Tech Startup ជាធុរកិច្ចបច្ចេកវិទ្យា,Neutral
មាននាក់ស្តាប់តើ,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
មានចេកច្រើនប្រភេទលក់,Neutral
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
កងទ័ពសុំជំនួយអំបុកល្អជាងមី,Neutral
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
គុណភាពពោតថយចុះពីឆ្នាំមុន,Negative
សហព័ន្ធលក់ឯកសណ្ឋានក្នុងតម្លៃ៥ដុល្លារ,Neutral
ការផ្តល់បច្ចេកទេសទាន់សម័យមានសារៈសំខាន់,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ការចូលព្រៃត្រូវជូនដំណឹងអាជ្ញាធរ,Neutral
ទីផ្សារក្រូចបាណន់ធ្លាក់ចុះ,Negative
សម្ដេចបានលុបចោលកម្មវិធីការងារផ្សេងៗ,Neutral
សង្សារទុំសុំបែកហើយស្តាប់បត់និង,Negative
ប្រជាកសិករនៅមានដីទំនេរច្រើន,Neutral
ប្រើផ្កាយរណបអាមេរិកឃ្លាំមើល,Neutral
ព័ត៌មានត្រូវបានចុះផ្សាយនៅថ្ងៃទី១១ខែធ្នូឆ្នាំ២០២៥,Neutral
ទីផ្សារសាច់ជ្រូកនៅតែដំណើរការធម្មតា,Neutral
លោកទិញកណ្ដុរពីអ្នកចិញ្ចឹមផ្សេងទៀត,Neutral
មានការខ្វះខាតកម្លាំងពលកម្មពីមុន,Neutral
ចេកយកទៅធ្វើនំ,Neutral
គ្រួសារមួយចាប់របរចិញ្ចឹមកូនមាន់ក៏អាចរកចំណូលមកផ្គត់ផ្គង់គ្រួសារបានដែរ,Positive
ជនរងគ្រោះជាភ្ញៀវទេសចរណ៍មកដើរកម្សាន្ត,Negative
ការចិញ្ចឹមជ្រូកច្រើនធ្វើឱ្យតម្លៃធ្លាក់ចុះក្នុងអតីតកាល,Neutral
ស្ថានភាពសាច់ជ្រូកនៅតែអាចគ្រប់គ្រងបាន,Positive
ក្រសួងកសិកម្មអនុញ្ញាតឱ្យចុះបញ្ជីចម្ការ,Neutral
ក្រុម AOT ដឹកនាំដោយម៉ាឡេស៊ី,Neutral
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
លោកសិក្សានៅក្រៅប្រទេស,Neutral
លក់ជាផ្លូនមានប្រវត្តិយូរ,Neutral
ផ្លូវនេះក៏ស្ថិតនៅក្នុងភូមិអង្គគគីរ,Neutral
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
អាជីវករមិនឈប់រកស៊ី,Positive
ណាតូ​ជំរុញ​ឲ្យ​បង្កើន​ចំណាយ​ការពារ​ជាតិ,Neutral
ម៉ាឡេស៊ីស្នើបទឈប់បាញ់,Positive
ការប្រើប្រាស់អាវុធធ្ងន់ធ្ងរបង្កការភ័យខ្លាចដល់ភ្ញៀវទេសចរ,Negative
លោកទីហ៊ុយធ្លាប់បំពេញការងារនៅស្ថានទូតកម្ពុជា,Neutral
លោក​និយាយ​ថាប្រសិនបើ​ប្រទេស​លោក​ខាង​លិច​គោរព​រុស្ស៊ី,Neutral
